,product,bigscape_class,genome_id,accn_id,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40,fam_id_0.50,fam_type_0.50,fam_known_compounds_0.50
NZ_CP029197.1.region016,T3PKS,PKSother,GCF_008639165.1,NZ_CP029197.1,2270,2270,2270,,12,unknown_family,u_PKSother_12,16,unknown_family,u_PKSother_16,19,unknown_family,u_PKSother_19
NZ_CP029197.1.region017,siderophore,Others,GCF_008639165.1,NZ_CP029197.1,2123,2123,2123,36,15,unknown_family,u_Others_15,19,unknown_family,u_Others_19,22,unknown_family,u_Others_22
NZ_CP029197.1.region018,siderophore,Others,GCF_008639165.1,NZ_CP029197.1,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
NZ_CP029197.1.region019,RiPP-like,RiPPs,GCF_008639165.1,NZ_CP029197.1,2125,2125,2125,552,30,unknown_family,u_RiPPs_30,32,unknown_family,u_RiPPs_32,9,unknown_family,u_RiPPs_9
NZ_CP029197.1.region020,butyrolactone.T2PKS,Others,GCF_008639165.1,NZ_CP029197.1,2297,2414,2414,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_CP029197.1.region021,NAPAA,NRPS,GCF_008639165.1,NZ_CP029197.1,2415,2415,2415,2175,27,unknown_family,u_NRPS_27,30,unknown_family,u_NRPS_30,33,unknown_family,u_NRPS_33
NZ_CP029197.1.region022,NRPS-like.ladderane.thioamide-NRP.NRPS.RRE-containing,Others,GCF_008639165.1,NZ_CP029197.1,2416,2416,2416,2416,21,unknown_family,u_Others_21,23,unknown_family,u_Others_23,26,unknown_family,u_Others_26
NZ_CP029197.1.region023,terpene,Terpene,GCF_008639165.1,NZ_CP029197.1,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_CP029197.1.region024,lanthipeptide-class-iii,RiPPs,GCF_008639165.1,NZ_CP029197.1,2418,2418,2418,2418,19,unknown_family,u_RiPPs_19,22,unknown_family,u_RiPPs_22,25,unknown_family,u_RiPPs_25
NZ_CP029197.1.region025,RiPP-like,RiPPs,GCF_008639165.1,NZ_CP029197.1,2131,2131,2131,552,28,unknown_family,u_RiPPs_28,13,unknown_family,u_RiPPs_13,16,unknown_family,u_RiPPs_16
NZ_CP029197.1.region026,T2PKS,PKSother,GCF_008639165.1,NZ_CP029197.1,2420,2163,2420,,16,known_family,BE-24566B;spore pigment;BE-24566B;zunyimycin A;curamycin,10,known_family,arixanthomycin A;arixanthomycin B;arixanthomycin C;BE-24566B;formicamycins A-M;pradimicin-A;spore pigment;BE-24566B;zunyimycin A;curamycin,3,known_family,erdacin;spore pigment;aranciamycin;curamycin;granaticin;huanglongmycin A;huanglongmycin B;huanglongmycin C;actinorhodin;kinamycin;naphtocyclinone;pradimicin-A;spore pigment;auricin;jadomycin;griseusin;fluostatin;granaticin;rabelomycin;dehydrorabelomycin;fluostatin F;fluostatin G;fluostatin H;frigocyclinone;oviedomycin;BE-7585A;paramagnetoquinone 1;paramagnetoquinone 2;arixanthomycin A;arixanthomycin B;arixanthomycin C;kiamycin;TLN-05220;fluostatins M-Q;BE-24566B;lugdunomycin;setomimycin;mayamycin;julichrome Q3-3;julichrome Q3-5;formicamycins A-M;anthrabenzoxocinone;BE-24566B;zunyimycin A;gilvocarcin V;oviedomycin
NZ_CP029197.1.region027,melanin,Others,GCF_008639165.1,NZ_CP029197.1,2421,2421,2421,2421,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_CP029197.1.region028,NRPS,NRPS,GCF_008639165.1,NZ_CP029197.1,2422,2422,2422,2175,8,unknown_family,u_NRPS_8,8,unknown_family,u_NRPS_8,11,known_family,salinichelins
NZ_CP029197.1.region029,terpene,Terpene,GCF_008639165.1,NZ_CP029197.1,2423,2423,2423,,31,unknown_family,u_Terpene_31,33,unknown_family,u_Terpene_33,21,known_family,2-methylisoborneol
NZ_CP029197.1.region030,T3PKS,PKSother,GCF_008639165.1,NZ_CP029197.1,2136,2136,2136,,38,unknown_family,u_PKSother_38,40,unknown_family,u_PKSother_40,39,unknown_family,u_PKSother_39
NZ_CP029197.1.region031,NRPS.terpene,Others,GCF_008639165.1,NZ_CP029197.1,2079,2079,2079,36,25,unknown_family,u_Others_25,27,unknown_family,u_Others_27,31,unknown_family,u_Others_31
NZ_CP029194.1.region001,NRPS,NRPS,GCF_008642375.1,NZ_CP029194.1,2049,2049,2049,2175,111,unknown_family,u_NRPS_111,103,unknown_family,u_NRPS_103,93,unknown_family,u_NRPS_93
NZ_CP029194.1.region002,NRPS-like,NRPS,GCF_008642375.1,NZ_CP029194.1,2050,2050,2050,2175,105,unknown_family,u_NRPS_105,99,unknown_family,u_NRPS_99,89,unknown_family,u_NRPS_89
NZ_CP029194.1.region003,terpene,Terpene,GCF_008642375.1,NZ_CP029194.1,2051,2051,2051,,134,unknown_family,u_Terpene_134,120,unknown_family,u_Terpene_120,110,unknown_family,u_Terpene_110
NZ_CP029194.1.region004,betalactone.NAPAA,Others,GCF_008642375.1,NZ_CP029194.1,2052,2052,2052,36,57,unknown_family,u_Others_57,59,unknown_family,u_Others_59,53,unknown_family,u_Others_53
NZ_CP029194.1.region005,NRPS.lanthipeptide-class-ii.T1PKS,Others,GCF_008642375.1,NZ_CP029194.1,2053,2053,2198,36,55,unknown_family,u_Others_55,57,unknown_family,u_Others_57,46,known_family,coelimycin P1
NZ_CP029194.1.region006,lanthipeptide-class-iv,RiPPs,GCF_008642375.1,NZ_CP029194.1,2054,2054,2054,552,129,unknown_family,u_RiPPs_129,118,unknown_family,u_RiPPs_118,108,unknown_family,u_RiPPs_108
NZ_CP029194.1.region007,melanin.lanthipeptide-class-ii,Others,GCF_008642375.1,NZ_CP029194.1,2421,2421,2421,2421,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_CP029194.1.region008,terpene,Terpene,GCF_008642375.1,NZ_CP029194.1,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_CP029194.1.region009,transAT-PKS-like.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_008642375.1,NZ_CP029194.1,2057,2057,2057,,64,unknown_family,u_PKS-NRP_Hybrids_64,64,unknown_family,u_PKS-NRP_Hybrids_64,57,unknown_family,u_PKS-NRP_Hybrids_57
NZ_CP029194.1.region010,butyrolactone,Others,GCF_008642375.1,NZ_CP029194.1,2297,2264,2033,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_CP029194.1.region011,RiPP-like,RiPPs,GCF_008642375.1,NZ_CP029194.1,2015,2015,2015,552,9,unknown_family,u_RiPPs_9,11,unknown_family,u_RiPPs_11,9,unknown_family,u_RiPPs_9
NZ_CP029194.1.region012,T2PKS.oligosaccharide,Others,GCF_008642375.1,NZ_CP029194.1,2060,2060,2390,36,84,unknown_family,u_Others_84,80,unknown_family,u_Others_80,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_CP029194.1.region013,siderophore,Others,GCF_008642375.1,NZ_CP029194.1,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
NZ_CP029194.1.region014,T3PKS,PKSother,GCF_008642375.1,NZ_CP029194.1,2270,2270,2270,,12,unknown_family,u_PKSother_12,16,unknown_family,u_PKSother_16,19,unknown_family,u_PKSother_19
NZ_CP029194.1.region015,other,Others,GCF_008642375.1,NZ_CP029194.1,2238,2238,2238,2238,11,unknown_family,u_Others_11,15,unknown_family,u_Others_15,18,unknown_family,u_Others_18
NZ_CP029194.1.region016,melanin,Others,GCF_008642375.1,NZ_CP029194.1,1983,1983,1983,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_CP029194.1.region017,T1PKS,PKSI,GCF_008642375.1,NZ_CP029194.1,2065,2065,89,,46,known_family,methymycin,48,known_family,methymycin,2,known_family,"piericidin A1;actinoallolide A;aldgamycin J;aldgamycin K;aldgamycin P;aldgamycin E;10,11-dihydro-8-deoxy-12,13-deepoxy-12,13-dihydrochalcomycin;ebelactone A;ebelactone B;mycinamicin II;griseochelin;spirangien O;FD-891;linfuranone B;linfuranone C;angolamycin;tylactone;nystatin;monensin;oligomycin;pladienolide B;E-837;tylactone;methymycin;rosamicin;salinipyrone A;pacificanone A;piericidin A1;midecamycin;laidlomycin;lasalocid;halstoctacosanolide A;niddamycin;nanchangmycin;azalomycin F3a;nystatin A1;monensin;chalcomycin A;niphimycins C-E;piericidin A1;nystatin-like Pseudonocardia polyene;pentamycin;JBIR-100;nigericin;selvamicin;lasalocid;filipin;lasalocid;LL-F28249α"
NZ_CP029194.1.region018,NRPS-like,NRPS,GCF_008642375.1,NZ_CP029194.1,2235,2235,2235,2235,13,unknown_family,u_NRPS_13,17,unknown_family,u_NRPS_17,20,unknown_family,u_NRPS_20
NZ_CP029194.1.region019,RRE-containing,RiPPs,GCF_008642375.1,NZ_CP029194.1,2067,2067,2067,552,128,unknown_family,u_RiPPs_128,117,unknown_family,u_RiPPs_117,107,unknown_family,u_RiPPs_107
NZ_CP029194.1.region020,LAP.thiopeptide,RiPPs,GCF_008642375.1,NZ_CP029194.1,2068,2068,2068,552,72,unknown_family,u_RiPPs_72,72,unknown_family,u_RiPPs_72,65,unknown_family,u_RiPPs_65
NZ_CP029194.1.region021,siderophore,Others,GCF_008642375.1,NZ_CP029194.1,2010,2010,2010,2010,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_CP029194.1.region022,PKS-like.RRE-containing.T1PKS,Others,GCF_008642375.1,NZ_CP029194.1,2180,2180,2070,36,56,unknown_family,u_Others_56,58,unknown_family,u_Others_58,48,known_family,branched-chain fatty acids
NZ_CP029194.1.region023,CDPS,Others,GCF_008642375.1,NZ_CP029194.1,1918,1918,1918,36,10,unknown_family,u_Others_10,14,unknown_family,u_Others_14,17,unknown_family,u_Others_17
NZ_CP029194.1.region024,T3PKS.T1PKS,PKSother,GCF_008642375.1,NZ_CP029194.1,2072,2072,2072,,99,unknown_family,u_PKSother_99,93,unknown_family,u_PKSother_93,83,unknown_family,u_PKSother_83
NZ_CP029194.1.region025,indole,Others,GCF_008642375.1,NZ_CP029194.1,2073,2073,2073,36,83,unknown_family,u_Others_83,60,unknown_family,u_Others_60,54,unknown_family,u_Others_54
NZ_CP029194.1.region026,lanthipeptide-class-iv,RiPPs,GCF_008642375.1,NZ_CP029194.1,2074,2399,2399,552,119,unknown_family,u_RiPPs_119,18,known_family,venezuelin,14,known_family,venezuelin
NZ_CP029194.1.region027,NRPS.RiPP-like,Others,GCF_008642375.1,NZ_CP029194.1,2075,2075,2075,36,97,unknown_family,u_Others_97,91,unknown_family,u_Others_91,81,unknown_family,u_Others_81
NZ_CP029194.1.region028,terpene,Terpene,GCF_008642375.1,NZ_CP029194.1,2109,2109,2109,,14,unknown_family,u_Terpene_14,12,unknown_family,u_Terpene_12,15,unknown_family,u_Terpene_15
NZ_CP029194.1.region029,ectoine.terpene,Others,GCF_008642375.1,NZ_CP029194.1,1911,1911,1911,2045,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_CP029194.1.region030,terpene,Terpene,GCF_008642375.1,NZ_CP029194.1,2078,2170,2170,,130,unknown_family,u_Terpene_130,79,unknown_family,u_Terpene_79,70,unknown_family,u_Terpene_70
NZ_CP029195.1.region001,NRPS.terpene,Others,GCF_008705255.1,NZ_CP029195.1,2079,2079,2079,36,25,unknown_family,u_Others_25,27,unknown_family,u_Others_27,31,unknown_family,u_Others_31
NZ_CP029195.1.region002,terpene,Terpene,GCF_008705255.1,NZ_CP029195.1,2423,2423,2423,,31,unknown_family,u_Terpene_31,33,unknown_family,u_Terpene_33,21,known_family,2-methylisoborneol
NZ_CP029195.1.region003,NRPS,NRPS,GCF_008705255.1,NZ_CP029195.1,2422,2422,2422,2175,8,unknown_family,u_NRPS_8,8,unknown_family,u_NRPS_8,11,known_family,salinichelins
NZ_CP029195.1.region004,melanin,Others,GCF_008705255.1,NZ_CP029195.1,2421,2421,2421,2421,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_CP029195.1.region005,RiPP-like,RiPPs,GCF_008705255.1,NZ_CP029195.1,2131,2131,2131,552,28,unknown_family,u_RiPPs_28,13,unknown_family,u_RiPPs_13,16,unknown_family,u_RiPPs_16
NZ_CP029195.1.region006,lanthipeptide-class-iii,RiPPs,GCF_008705255.1,NZ_CP029195.1,2418,2418,2418,2418,19,unknown_family,u_RiPPs_19,22,unknown_family,u_RiPPs_22,25,unknown_family,u_RiPPs_25
NZ_CP029195.1.region007,terpene,Terpene,GCF_008705255.1,NZ_CP029195.1,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_CP029195.1.region008,NRPS-like.ladderane.thioamide-NRP.NRPS.RRE-containing,Others,GCF_008705255.1,NZ_CP029195.1,2416,2416,2416,2416,21,unknown_family,u_Others_21,23,unknown_family,u_Others_23,26,unknown_family,u_Others_26
NZ_CP029195.1.region009,NAPAA,NRPS,GCF_008705255.1,NZ_CP029195.1,2415,2415,2415,2175,27,unknown_family,u_NRPS_27,30,unknown_family,u_NRPS_30,33,unknown_family,u_NRPS_33
NZ_CP029195.1.region010,butyrolactone.T2PKS,Others,GCF_008705255.1,NZ_CP029195.1,2297,2414,2414,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_CP029195.1.region011,RiPP-like,RiPPs,GCF_008705255.1,NZ_CP029195.1,2125,2125,2125,552,30,unknown_family,u_RiPPs_30,32,unknown_family,u_RiPPs_32,9,unknown_family,u_RiPPs_9
NZ_CP029195.1.region012,siderophore,Others,GCF_008705255.1,NZ_CP029195.1,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
NZ_CP029195.1.region013,siderophore,Others,GCF_008705255.1,NZ_CP029195.1,2123,2123,2123,36,15,unknown_family,u_Others_15,19,unknown_family,u_Others_19,22,unknown_family,u_Others_22
NZ_CP029195.1.region014,T3PKS,PKSother,GCF_008705255.1,NZ_CP029195.1,2270,2270,2270,,12,unknown_family,u_PKSother_12,16,unknown_family,u_PKSother_16,19,unknown_family,u_PKSother_19
NZ_CP029195.1.region015,LAP.thiopeptide,RiPPs,GCF_008705255.1,NZ_CP029195.1,2239,2239,2239,552,18,unknown_family,u_RiPPs_18,21,unknown_family,u_RiPPs_21,24,unknown_family,u_RiPPs_24
NZ_CP029195.1.region016,butyrolactone,Others,GCF_008705255.1,NZ_CP029195.1,2094,2094,2094,2094,11,unknown_family,u_Others_11,15,unknown_family,u_Others_15,18,unknown_family,u_Others_18
NZ_CP029195.1.region017,melanin,Others,GCF_008705255.1,NZ_CP029195.1,1983,1983,1983,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_CP029195.1.region018,butyrolactone,Others,GCF_008705255.1,NZ_CP029195.1,1982,1982,1982,36,24,unknown_family,u_Others_24,26,unknown_family,u_Others_26,30,unknown_family,u_Others_30
NZ_CP029195.1.region019,NRPS-like,NRPS,GCF_008705255.1,NZ_CP029195.1,1981,1981,1981,2235,13,unknown_family,u_NRPS_13,17,unknown_family,u_NRPS_17,20,unknown_family,u_NRPS_20
NZ_CP029195.1.region020,lassopeptide,RiPPs,GCF_008705255.1,NZ_CP029195.1,1950,1950,1950,552,29,unknown_family,u_RiPPs_29,31,unknown_family,u_RiPPs_31,34,unknown_family,u_RiPPs_34
NZ_CP029195.1.region021,siderophore,Others,GCF_008705255.1,NZ_CP029195.1,1919,1919,1919,1919,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_CP029195.1.region022,CDPS,Others,GCF_008705255.1,NZ_CP029195.1,1918,1918,1918,36,10,unknown_family,u_Others_10,14,unknown_family,u_Others_14,17,unknown_family,u_Others_17
NZ_CP029195.1.region023,NRPS-like,NRPS,GCF_008705255.1,NZ_CP029195.1,1917,1917,1917,2175,23,known_family,chloramphenicol,25,known_family,chloramphenicol,29,known_family,chloramphenicol
NZ_CP029195.1.region024,indole,Others,GCF_008705255.1,NZ_CP029195.1,2143,2143,2143,36,26,unknown_family,u_Others_26,28,unknown_family,u_Others_28,32,unknown_family,u_Others_32
NZ_CP029195.1.region025,lanthipeptide-class-iv,RiPPs,GCF_008705255.1,NZ_CP029195.1,2399,2399,2399,552,17,known_family,venezuelin,18,known_family,venezuelin,14,known_family,venezuelin
NZ_CP029195.1.region026,terpene.lanthipeptide-class-ii,Others,GCF_008705255.1,NZ_CP029195.1,2111,2111,2111,36,20,unknown_family,u_Others_20,20,unknown_family,u_Others_20,23,unknown_family,u_Others_23
NZ_CP029195.1.region027,T3PKS.NRPS.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_008705255.1,NZ_CP029195.1,1913,1913,1913,,22,known_family,venemycin,24,known_family,venemycin,28,known_family,venemycin
NZ_CP029195.1.region028,terpene,Terpene,GCF_008705255.1,NZ_CP029195.1,2109,2109,2109,,14,unknown_family,u_Terpene_14,12,unknown_family,u_Terpene_12,15,unknown_family,u_Terpene_15
NZ_CP029195.1.region029,ectoine,Others,GCF_008705255.1,NZ_CP029195.1,1911,1911,1911,2045,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_CP023693.1.region001,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2047,2047,2047,,44,unknown_family,u_Terpene_44,46,unknown_family,u_Terpene_46,45,unknown_family,u_Terpene_45
NZ_CP023693.1.region002,NRPS,NRPS,GCF_009299385.1,NZ_CP023693.1,2046,2046,2046,2175,39,unknown_family,u_NRPS_39,41,unknown_family,u_NRPS_41,40,unknown_family,u_NRPS_40
NZ_CP023693.1.region003,ectoine,Others,GCF_009299385.1,NZ_CP023693.1,2045,2045,2045,2045,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_CP023693.1.region004,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2044,2044,2044,,41,unknown_family,u_Terpene_41,43,unknown_family,u_Terpene_43,42,unknown_family,u_Terpene_42
NZ_CP023693.1.region005,NRPS,NRPS,GCF_009299385.1,NZ_CP023693.1,2043,2043,2043,2175,8,unknown_family,u_NRPS_8,8,unknown_family,u_NRPS_8,11,known_family,salinichelins
NZ_CP023693.1.region006,terpene.T2PKS,Others,GCF_009299385.1,NZ_CP023693.1,2042,2042,2042,36,36,unknown_family,u_Others_36,38,unknown_family,u_Others_38,37,unknown_family,u_Others_37
NZ_CP023693.1.region007,LAP,RiPPs,GCF_009299385.1,NZ_CP023693.1,2008,2008,2008,552,76,unknown_family,u_RiPPs_76,76,unknown_family,u_RiPPs_76,67,unknown_family,u_RiPPs_67
NZ_CP023693.1.region008,T1PKS,PKSI,GCF_009299385.1,NZ_CP023693.1,2041,2041,2041,,32,unknown_family,u_PKSI_32,34,unknown_family,u_PKSI_34,35,unknown_family,u_PKSI_35
NZ_CP023693.1.region009,siderophore,Others,GCF_009299385.1,NZ_CP023693.1,2010,2010,2010,2010,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_CP023693.1.region010,NRPS.RRE-containing.T1PKS,Others,GCF_009299385.1,NZ_CP023693.1,2011,2011,2011,36,35,unknown_family,u_Others_35,37,unknown_family,u_Others_37,36,unknown_family,u_Others_36
NZ_CP023693.1.region011,phenazine.NRPS,Others,GCF_009299385.1,NZ_CP023693.1,2012,2012,2012,36,33,unknown_family,u_Others_33,35,unknown_family,u_Others_35,12,known_family,"furaquinocin B;napyradiomycin A80915C;lomofungin;napyradiomycin;pyocyanine;streptophenazine B;streptophenazine C;streptophenazine F;streptophenazine G;streptophenazine H;merochlorin A;merochlorin B;deschloro-merochlorin A;deschloro-merochlorin B;isochloro-merochlorin B;dichloro-merochlorin B;merochlorin D;merochlorin C;marinophenazine A;phenaziterpene A;endophenazine A;endophenazine B;5-acetyl-5,10-dihydrophenazine-1-carboxylic acid;5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid;endophenazine A1;endophenazine F;endophenazine G"
NZ_CP023693.1.region012,melanin,Others,GCF_009299385.1,NZ_CP023693.1,2332,2332,2332,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_CP023693.1.region013,siderophore,Others,GCF_009299385.1,NZ_CP023693.1,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
NZ_CP023693.1.region014,RiPP-like,RiPPs,GCF_009299385.1,NZ_CP023693.1,2015,2015,2015,552,9,unknown_family,u_RiPPs_9,11,unknown_family,u_RiPPs_11,9,unknown_family,u_RiPPs_9
NZ_CP023693.1.region015,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2034,2034,2321,,40,unknown_family,u_Terpene_40,9,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid,13,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid
NZ_CP023693.1.region016,NRPS.butyrolactone,Others,GCF_009299385.1,NZ_CP023693.1,2322,2322,2033,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_CP023693.1.region017,T2PKS.oligosaccharide,Others,GCF_009299385.1,NZ_CP023693.1,2323,2323,2032,36,34,unknown_family,u_Others_34,36,unknown_family,u_Others_36,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_CP023693.1.region018,butyrolactone.furan,Others,GCF_009299385.1,NZ_CP023693.1,2324,2324,2324,36,37,unknown_family,u_Others_37,39,unknown_family,u_Others_39,38,unknown_family,u_Others_38
NZ_CP023693.1.region019,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_CP023693.1.region020,nucleoside,Others,GCF_009299385.1,NZ_CP023693.1,2326,2326,2326,36,48,unknown_family,u_Others_48,50,unknown_family,u_Others_50,47,unknown_family,u_Others_47
NZ_CP023693.1.region021,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2207,2207,2207,,42,unknown_family,u_Terpene_42,44,unknown_family,u_Terpene_44,43,unknown_family,u_Terpene_43
NZ_CP023693.1.region022,NRPS,NRPS,GCF_009299385.1,NZ_CP023693.1,2023,2206,2206,2175,45,unknown_family,u_NRPS_45,42,unknown_family,u_NRPS_42,41,unknown_family,u_NRPS_41
NZ_CP023693.1.region023,melanin,Others,GCF_009299385.1,NZ_CP023693.1,2205,2205,2205,2205,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_CP023693.1.region024,terpene,Terpene,GCF_009299385.1,NZ_CP023693.1,2365,2365,2365,,43,unknown_family,u_Terpene_43,45,unknown_family,u_Terpene_45,44,unknown_family,u_Terpene_44
NZ_WWHE01000001.1.region001,ectoine,Others,GCF_009862215.1,NZ_WWHE01000001,1911,1911,1911,2045,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_WWHE01000001.1.region002,terpene,Terpene,GCF_009862215.1,NZ_WWHE01000001,2109,2109,2109,,14,unknown_family,u_Terpene_14,12,unknown_family,u_Terpene_12,15,unknown_family,u_Terpene_15
NZ_WWHE01000001.1.region003,T3PKS.NRPS.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_009862215.1,NZ_WWHE01000001,1913,1913,1913,,22,known_family,venemycin,24,known_family,venemycin,28,known_family,venemycin
NZ_WWHE01000001.1.region004,terpene.lanthipeptide-class-ii,Others,GCF_009862215.1,NZ_WWHE01000001,2111,2111,2111,36,20,unknown_family,u_Others_20,20,unknown_family,u_Others_20,23,unknown_family,u_Others_23
NZ_WWHE01000001.1.region005,lanthipeptide-class-iv,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2399,2399,2399,552,17,known_family,venezuelin,18,known_family,venezuelin,14,known_family,venezuelin
NZ_WWHE01000001.1.region006,indole,Others,GCF_009862215.1,NZ_WWHE01000001,2143,2143,2143,36,26,unknown_family,u_Others_26,28,unknown_family,u_Others_28,32,unknown_family,u_Others_32
