,product,bigscape_class,genome_id,accn_id,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,bigslice_query,gtdb_release,Domain,Phylum,Class,Order,Family,Genus,Species,Organism,on_contig_edge,length_nt
NZ_PDCL01000002.1.region004,terpene,Terpene,GCF_008634015.1,NZ_PDCL01000002,1968.0,2386.0,627.0,,82.0,unknown_family,u_Terpene_82,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,19097.0
NZ_PDCL01000002.1.region005,terpene,Terpene,GCF_008634015.1,NZ_PDCL01000002,1969.0,633.0,633.0,,77.0,unknown_family,u_Terpene_77,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,22635.0
NZ_PDCL01000002.1.region006,terpene,Terpene,GCF_008634015.1,NZ_PDCL01000002,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,26531.0
NZ_PDCL01000002.1.region007,ectoine,Others,GCF_008634015.1,NZ_PDCL01000002,2389.0,2389.0,2389.0,36.0,2.0,known_family,ectoine,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,10405.0
NZ_PDCL01000002.1.region008,butyrolactone.T2PKS.T1PKS,Others,GCF_008634015.1,NZ_PDCL01000002,2390.0,1943.0,2390.0,36.0,58.0,unknown_family,u_Others_58,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,160234.0
NZ_PDCL01000002.1.region009,butyrolactone,Others,GCF_008634015.1,NZ_PDCL01000002,2297.0,2264.0,2033.0,36.0,4.0,unknown_family,u_Others_4,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,10939.0
NZ_PDCL01000002.1.region010,RiPP-like,RiPPs,GCF_008634015.1,NZ_PDCL01000002,2015.0,2015.0,2015.0,552.0,9.0,unknown_family,u_RiPPs_9,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,11437.0
NZ_PDCL01000002.1.region011,NRPS.NRPS-like.T2PKS.LAP,Others,GCF_008634015.1,NZ_PDCL01000002,2393.0,2393.0,2393.0,36.0,54.0,unknown_family,u_Others_54,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,101729.0
NZ_PDCL01000002.1.region012,siderophore,Others,GCF_008634015.1,NZ_PDCL01000002,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,14730.0
NZ_CP029196.1.region001,ectoine,Others,GCF_008639045.1,NZ_CP029196.1,1911.0,1911.0,1911.0,2045.0,2.0,known_family,ectoine,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10417.0
NZ_CP029196.1.region002,terpene,Terpene,GCF_008639045.1,NZ_CP029196.1,2109.0,2109.0,2109.0,,14.0,unknown_family,u_Terpene_14,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20840.0
NZ_CP029196.1.region003,T3PKS.NRPS.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_008639045.1,NZ_CP029196.1,1913.0,1913.0,1913.0,,22.0,known_family,venemycin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,95076.0
NZ_CP029196.1.region004,terpene.lanthipeptide-class-ii,Others,GCF_008639045.1,NZ_CP029196.1,2111.0,2111.0,2111.0,36.0,20.0,unknown_family,u_Others_20,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,29616.0
NZ_CP029196.1.region005,lanthipeptide-class-iv,RiPPs,GCF_008639045.1,NZ_CP029196.1,2399.0,2399.0,2399.0,552.0,17.0,known_family,venezuelin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22853.0
NZ_CP029196.1.region006,indole,Others,GCF_008639045.1,NZ_CP029196.1,2143.0,2143.0,2143.0,36.0,26.0,unknown_family,u_Others_26,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,23207.0
NZ_CP029196.1.region007,NRPS-like,NRPS,GCF_008639045.1,NZ_CP029196.1,1917.0,1917.0,1917.0,2175.0,23.0,known_family,chloramphenicol,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,41623.0
NZ_CP029196.1.region008,CDPS,Others,GCF_008639045.1,NZ_CP029196.1,1918.0,1918.0,1918.0,36.0,10.0,unknown_family,u_Others_10,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20726.0
NZ_CP029196.1.region009,siderophore,Others,GCF_008639045.1,NZ_CP029196.1,1919.0,1919.0,1919.0,1919.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,9399.0
NZ_CP029196.1.region010,NRPS-like,NRPS,GCF_008639045.1,NZ_CP029196.1,1981.0,1981.0,1981.0,2235.0,13.0,unknown_family,u_NRPS_13,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,42380.0
NZ_CP029196.1.region011,butyrolactone,Others,GCF_008639045.1,NZ_CP029196.1,1982.0,1982.0,1982.0,36.0,24.0,unknown_family,u_Others_24,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,8150.0
NZ_CP029196.1.region012,melanin,Others,GCF_008639045.1,NZ_CP029196.1,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,8214.0
NZ_CP029196.1.region013,butyrolactone,Others,GCF_008639045.1,NZ_CP029196.1,2094.0,2094.0,2094.0,2094.0,11.0,unknown_family,u_Others_11,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,41107.0
NZ_CP029196.1.region014,thiopeptide.LAP,RiPPs,GCF_008639045.1,NZ_CP029196.1,2239.0,2239.0,2239.0,552.0,18.0,unknown_family,u_RiPPs_18,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,33193.0
NZ_CP029196.1.region015,T3PKS,PKSother,GCF_008639045.1,NZ_CP029196.1,2270.0,2270.0,2270.0,,12.0,unknown_family,u_PKSother_12,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,38268.0
NZ_CP029196.1.region016,siderophore,Others,GCF_008639045.1,NZ_CP029196.1,2123.0,2123.0,2123.0,36.0,15.0,unknown_family,u_Others_15,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,12434.0
NZ_CP029196.1.region017,siderophore,Others,GCF_008639045.1,NZ_CP029196.1,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,14500.0
NZ_CP029196.1.region018,RiPP-like,RiPPs,GCF_008639045.1,NZ_CP029196.1,2125.0,2125.0,2125.0,552.0,30.0,unknown_family,u_RiPPs_30,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10675.0
NZ_CP029196.1.region019,butyrolactone.T2PKS,Others,GCF_008639045.1,NZ_CP029196.1,2297.0,2414.0,2414.0,36.0,4.0,unknown_family,u_Others_4,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,72102.0
NZ_CP029196.1.region020,NAPAA,NRPS,GCF_008639045.1,NZ_CP029196.1,2415.0,2415.0,2415.0,2175.0,27.0,unknown_family,u_NRPS_27,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,33903.0
NZ_CP029196.1.region021,NRPS-like.ladderane.thioamide-NRP.NRPS.RRE-containing,Others,GCF_008639045.1,NZ_CP029196.1,2416.0,2416.0,2416.0,2416.0,21.0,unknown_family,u_Others_21,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,122192.0
NZ_CP029196.1.region022,terpene,Terpene,GCF_008639045.1,NZ_CP029196.1,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,25183.0
NZ_CP029196.1.region023,lanthipeptide-class-iii,RiPPs,GCF_008639045.1,NZ_CP029196.1,2418.0,2418.0,2418.0,2418.0,19.0,unknown_family,u_RiPPs_19,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22628.0
NZ_CP029196.1.region024,RiPP-like,RiPPs,GCF_008639045.1,NZ_CP029196.1,2131.0,2131.0,2131.0,552.0,28.0,unknown_family,u_RiPPs_28,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10855.0
NZ_CP029196.1.region025,T2PKS,PKSother,GCF_008639045.1,NZ_CP029196.1,1273.0,2163.0,2420.0,,16.0,known_family,BE-24566B;spore pigment;BE-24566B;zunyimycin A;curamycin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,72513.0
NZ_CP029196.1.region026,melanin,Others,GCF_008639045.1,NZ_CP029196.1,2421.0,2421.0,2421.0,2421.0,7.0,unknown_family,u_Others_7,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10390.0
NZ_CP029196.1.region027,NRPS,NRPS,GCF_008639045.1,NZ_CP029196.1,2422.0,2422.0,2422.0,2175.0,8.0,unknown_family,u_NRPS_8,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,53077.0
NZ_CP029196.1.region028,terpene,Terpene,GCF_008639045.1,NZ_CP029196.1,2423.0,2423.0,2423.0,,31.0,unknown_family,u_Terpene_31,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20157.0
NZ_CP029196.1.region029,T3PKS,PKSother,GCF_008639045.1,NZ_CP029196.1,2136.0,2136.0,2136.0,,38.0,unknown_family,u_PKSother_38,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,41158.0
NZ_CP029196.1.region030,NRPS.terpene,Others,GCF_008639045.1,NZ_CP029196.1,2079.0,2079.0,2079.0,36.0,25.0,unknown_family,u_Others_25,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,1.0,36163.0
NZ_CP029197.1.region001,ectoine,Others,GCF_008639165.1,NZ_CP029197.1,1911.0,1911.0,1911.0,2045.0,2.0,known_family,ectoine,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10417.0
NZ_CP029197.1.region002,terpene,Terpene,GCF_008639165.1,NZ_CP029197.1,2109.0,2109.0,2109.0,,14.0,unknown_family,u_Terpene_14,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20952.0
NZ_CP029197.1.region003,T3PKS.NRPS.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_008639165.1,NZ_CP029197.1,1913.0,1913.0,1913.0,,22.0,known_family,venemycin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,99610.0
NZ_CP029197.1.region004,terpene.lanthipeptide-class-ii,Others,GCF_008639165.1,NZ_CP029197.1,2111.0,2111.0,2111.0,36.0,20.0,unknown_family,u_Others_20,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,29650.0
NZ_CP029197.1.region005,lanthipeptide-class-iv,RiPPs,GCF_008639165.1,NZ_CP029197.1,2399.0,2399.0,2399.0,552.0,17.0,known_family,venezuelin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22853.0
NZ_CP029197.1.region006,indole,Others,GCF_008639165.1,NZ_CP029197.1,2143.0,2143.0,2143.0,36.0,26.0,unknown_family,u_Others_26,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,23207.0
NZ_CP029197.1.region007,NRPS-like,NRPS,GCF_008639165.1,NZ_CP029197.1,1917.0,1917.0,1917.0,2175.0,23.0,known_family,chloramphenicol,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,42105.0
NZ_CP029197.1.region008,CDPS,Others,GCF_008639165.1,NZ_CP029197.1,1918.0,1918.0,1918.0,36.0,10.0,unknown_family,u_Others_10,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20726.0
NZ_CP029197.1.region009,siderophore,Others,GCF_008639165.1,NZ_CP029197.1,1919.0,1919.0,1919.0,1919.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10935.0
NZ_CP029197.1.region010,lassopeptide,RiPPs,GCF_008639165.1,NZ_CP029197.1,1950.0,1950.0,1950.0,552.0,29.0,unknown_family,u_RiPPs_29,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22360.0
NZ_CP029197.1.region011,NRPS-like,NRPS,GCF_008639165.1,NZ_CP029197.1,1981.0,1981.0,1981.0,2235.0,13.0,unknown_family,u_NRPS_13,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,42240.0
NZ_CP029197.1.region012,butyrolactone,Others,GCF_008639165.1,NZ_CP029197.1,1982.0,1982.0,1982.0,36.0,24.0,unknown_family,u_Others_24,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,8182.0
NZ_CP029197.1.region013,melanin,Others,GCF_008639165.1,NZ_CP029197.1,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,8218.0
NZ_CP029197.1.region014,butyrolactone,Others,GCF_008639165.1,NZ_CP029197.1,2094.0,2094.0,2094.0,2094.0,11.0,unknown_family,u_Others_11,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,41023.0
NZ_CP029197.1.region015,thiopeptide.LAP,RiPPs,GCF_008639165.1,NZ_CP029197.1,2239.0,2239.0,2239.0,552.0,18.0,unknown_family,u_RiPPs_18,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,33163.0
NZ_CP029197.1.region016,T3PKS,PKSother,GCF_008639165.1,NZ_CP029197.1,2270.0,2270.0,2270.0,,12.0,unknown_family,u_PKSother_12,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,38381.0
NZ_CP029197.1.region017,siderophore,Others,GCF_008639165.1,NZ_CP029197.1,2123.0,2123.0,2123.0,36.0,15.0,unknown_family,u_Others_15,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,12463.0
NZ_CP029197.1.region018,siderophore,Others,GCF_008639165.1,NZ_CP029197.1,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,14113.0
NZ_CP029197.1.region019,RiPP-like,RiPPs,GCF_008639165.1,NZ_CP029197.1,2125.0,2125.0,2125.0,552.0,30.0,unknown_family,u_RiPPs_30,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10830.0
NZ_CP029197.1.region020,butyrolactone.T2PKS,Others,GCF_008639165.1,NZ_CP029197.1,2297.0,2414.0,2414.0,36.0,4.0,unknown_family,u_Others_4,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,71796.0
NZ_CP029197.1.region021,NAPAA,NRPS,GCF_008639165.1,NZ_CP029197.1,2415.0,2415.0,2415.0,2175.0,27.0,unknown_family,u_NRPS_27,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,33903.0
NZ_CP029197.1.region022,NRPS-like.ladderane.thioamide-NRP.NRPS.RRE-containing,Others,GCF_008639165.1,NZ_CP029197.1,2416.0,2416.0,2416.0,2416.0,21.0,unknown_family,u_Others_21,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,122129.0
NZ_CP029197.1.region023,terpene,Terpene,GCF_008639165.1,NZ_CP029197.1,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,25120.0
NZ_CP029197.1.region024,lanthipeptide-class-iii,RiPPs,GCF_008639165.1,NZ_CP029197.1,2418.0,2418.0,2418.0,2418.0,19.0,unknown_family,u_RiPPs_19,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22628.0
NZ_CP029197.1.region025,RiPP-like,RiPPs,GCF_008639165.1,NZ_CP029197.1,2131.0,2131.0,2131.0,552.0,28.0,unknown_family,u_RiPPs_28,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10855.0
NZ_CP029197.1.region026,T2PKS,PKSother,GCF_008639165.1,NZ_CP029197.1,2420.0,2163.0,2420.0,,16.0,known_family,BE-24566B;spore pigment;BE-24566B;zunyimycin A;curamycin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,72513.0
NZ_CP029197.1.region027,melanin,Others,GCF_008639165.1,NZ_CP029197.1,2421.0,2421.0,2421.0,2421.0,7.0,unknown_family,u_Others_7,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10390.0
NZ_CP029197.1.region028,NRPS,NRPS,GCF_008639165.1,NZ_CP029197.1,2422.0,2422.0,2422.0,2175.0,8.0,unknown_family,u_NRPS_8,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,52865.0
NZ_CP029197.1.region029,terpene,Terpene,GCF_008639165.1,NZ_CP029197.1,2423.0,2423.0,2423.0,,31.0,unknown_family,u_Terpene_31,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20123.0
NZ_CP029197.1.region030,T3PKS,PKSother,GCF_008639165.1,NZ_CP029197.1,2136.0,2136.0,2136.0,,38.0,unknown_family,u_PKSother_38,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,41158.0
NZ_CP029197.1.region031,NRPS.terpene,Others,GCF_008639165.1,NZ_CP029197.1,2079.0,2079.0,2079.0,36.0,25.0,unknown_family,u_Others_25,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,1.0,36755.0
NZ_CP029194.1.region001,NRPS,NRPS,GCF_008642375.1,NZ_CP029194.1,2049.0,2049.0,2049.0,2175.0,111.0,unknown_family,u_NRPS_111,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,64711.0
NZ_CP029194.1.region002,NRPS-like,NRPS,GCF_008642375.1,NZ_CP029194.1,2050.0,2050.0,2050.0,2175.0,105.0,unknown_family,u_NRPS_105,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,42265.0
NZ_CP029194.1.region003,terpene,Terpene,GCF_008642375.1,NZ_CP029194.1,2051.0,2051.0,2051.0,,134.0,unknown_family,u_Terpene_134,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,19095.0
NZ_CP029194.1.region004,betalactone.NAPAA,Others,GCF_008642375.1,NZ_CP029194.1,2052.0,2052.0,2052.0,36.0,57.0,unknown_family,u_Others_57,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,35945.0
NZ_CP029194.1.region005,NRPS.lanthipeptide-class-ii.T1PKS,Others,GCF_008642375.1,NZ_CP029194.1,2053.0,2053.0,2198.0,36.0,55.0,unknown_family,u_Others_55,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,116153.0
NZ_CP029194.1.region006,lanthipeptide-class-iv,RiPPs,GCF_008642375.1,NZ_CP029194.1,2054.0,2054.0,2054.0,552.0,129.0,unknown_family,u_RiPPs_129,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,narbonensis,s__Streptomyces narbonensis,0.0,20857.0
